LINCS_ID	CL_Name	Cell_Category	Center	Assay	Organ	Disease	StudyArea
LCL-1747	SU.86.86	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1321	ZR-75-1	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	invasive ductal carcinoma	Imaging;Binding
LCL-1160	COLO 678	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1412	KYM-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	muscle	rhabdomyosarcoma	Imaging
LCL-1688	BHT-101	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	thyroid carcinoma	Imaging
LCL-1092	MV4-11	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1592	RERF-LC-Sq1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1557	KYSE-70	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1140	MHH-PREB-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-2006	Hs 445	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Hodgkins lymphoma	Imaging
LCL-1519	Caov-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1782	LCLC-97TM1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung large cell carcinoma	Imaging
LCL-1367	B2-17	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1044	BE-13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
LCL-1317	MDA-MB-175-VII	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell count assay	breast	invasive ductal carcinoma	Binding;Imaging
LCL-1664	PC-3 [JPC-3]	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1946	MC116	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	precursor B lymphoblastic lymphoma/leukemia	Imaging
LCL-1966	Kelly	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1217	HSC-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1650	NCI-H2087	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1565	TE-10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1075	QIMR-WIL	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1099	JVM-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1132	NU-DUL-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1808	DMS 53	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1470	MDA-MB-436	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell count assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	adenocarcinoma	Imaging;Binding
LCL-2134	A375.311	Cell Line	BroadT_LINCS;PCCSE	L1000 mRNA profiling assay;Global chromatin epigenetic profiling assay;P100 phosphoprotein quantification assay	skin		Transcriptomics;Proteomics;Epigenomics
LCL-1354	LN-229	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1770	RXF 393L	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1027	I 2.1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1307	MDA-MB-435S	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	skin	malignant melanoma	Imaging
LCL-1265	SK-MEL-1;SKMEL1	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	skin	melanoma;malignant melanoma	Imaging;Transcriptomics
LCL-1125	U-937;U937	Cell Line	CMT_MGH;Yale_LINCS;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;ELISA protein secretion profiling assay;L1000 mRNA profiling assay	lymphatic system	B-cell lymphocytic neoplasm;diffuse large B-cell lymphoma;non-Hodgkin's lymphoma	Binding;Imaging;Transcriptomics
LCL-1893	AGS	Cell Line	CMT_MGH;HMS_LINCS;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay;L1000 mRNA profiling assay	stomach	gastric adenocarcinoma	Imaging;Transcriptomics
LCL-2154	HS27A	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	bone		Transcriptomics
LCL-1101	JURL-MK1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1002	MY-M12	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1222	SCC-15	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1054	HL-60;HL60	Cell Line	CMT_MGH;BroadT_LINCS;PCCSE	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay;P100 phosphoprotein quantification assay	blood	acute myeloid leukemia;acute myelogenous leukemia (AML)| M3 (promyelocytic)	Imaging;Transcriptomics;Proteomics
LCL-1805	RMGI;RMG-I	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	ovary	ovarian clear cell adenocarcinoma	Transcriptomics;Imaging
LCL-2042	EJM	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-1106	Ku812	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1696	A2780cis	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovarian carcinoma	Imaging
LCL-1273	HT-144	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1372	D-336MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1793	KP-1N	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreatic carcinoma	Imaging
LCL-1527	OVSAYO	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1928	JHH-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1733	Capan-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1339	NCI-H716;NCIH716	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	intestine	cecum adenocarcinoma	Imaging;Transcriptomics
LCL-1915	VAL	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	adult acute lymphocytic leukemia	Imaging
LCL-1342	A-388	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	miscellaneous	carcinoma	Imaging
LCL-2040	KY821A3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloid leukemia	Imaging
LCL-2067	SUM149PT	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1943	639V	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ureter	ureter transitional cell carcinoma	Imaging
LCL-1968	SCCH-26	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1071	SIG-M5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-2095	BPH-1	Cell Line	HMS_LINCS;HMS_LINCS	Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	prostate	male reproductive benign neoplasm	Imaging
LCL-1076	HEL 92.1.7	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1152	SW962	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	vulva	vulva carcinoma	Imaging
LCL-1407	PFSK-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	oligodendroglioma	Imaging
LCL-1326	HCC1599	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	invasive ductal carcinoma	Imaging
LCL-2041	ARH-77	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-1280	SH-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1375	D-502MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1865	SBC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1187	SW-948	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma;colon adenocarcinoma	Imaging
LCL-1926	Huh-7;Huh7	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	liver	hepatocellular carcinoma	Imaging;Transcriptomics
LCL-1309	BT-483	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	invasive ductal carcinoma	Imaging;Binding
LCL-1976	NB(TU)1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-2079	SVG p12	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain		Imaging
LCL-1085	EHEB	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1827	COR-L88	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1864	NCI-H889	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1420	G-292 clone A141B1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-2153	HEKTE	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	kidney		Transcriptomics
LCL-1423	HuO9	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1855	NCI-H446	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1647	NCI-H2009	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1393	1321N1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	astrocytoma	Imaging
LCL-1722	VM-CUB-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1933	SNU-387	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1725	KP-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreatic ductal adenocarcinoma	Imaging
LCL-1811	NCI-H1688	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1752	GCT	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	miscellaneous	fibrous histiocytoma	Imaging
LCL-1357	T98G	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1196	CoCM-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1264	WM793	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1335	HCC70	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	invasive ductal carcinoma	Imaging;Binding
LCL-1944	Sc-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system		Imaging
LCL-1843	NCI-H187	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1571	TE-8	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1816	NCI-H2196	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2129	HCC1954	Cell Line	MEP_LINCS	MEMA cell growth assay	breast		Imaging
LCL-1504	COLO 684	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	endometrial carcinoma	Imaging
LCL-1766	LB2241-RCC	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1048	SK-PN-DW	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1921	BFTC-909	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal pelvis transitional cell carcinoma	Imaging
LCL-1214	BICR 31	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	tongue cancer	Imaging
LCL-1446	EW-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1910	Lu-99C	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung giant cell carcinoma	Imaging
LCL-2084	HCC515	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	lung		Transcriptomics
LCL-2136	PC3.311	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	prostate		Transcriptomics
LCL-1624	NCI-H1385	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1510	MES-SA/Dx5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	uterine cancer	Imaging
LCL-1049	BDCM	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1123	REC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-2139	A549.311	Cell Line	BroadT_LINCS;PCCSE	L1000 mRNA profiling assay;Global chromatin epigenetic profiling assay;P100 phosphoprotein quantification assay	lung		Transcriptomics;Proteomics;Epigenomics
LCL-1087	Karpas-231	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1851	NCI-H2171	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1226	Detroit 562	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1521	EFO27;EFO-27	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	ovary	mucinous papillary adenocarcinoma;ovary adenocarcinoma	Transcriptomics;Imaging
LCL-1397	MOG-G-UVW	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	astrocytoma	Imaging
LCL-1345	LNZTA3WT4	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	brain	glioblastoma	Imaging
LCL-1487	MRK-nu-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	breast carcinoma	Imaging
LCL-1402	Hs 683	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	malignant glioma	Imaging
LCL-1560	KYSE-50	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1025	ATN-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1655	NCI-H2405	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1972	SK-N-BE(2)-M17	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1540	SCaBER	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder squamous cell carcinoma	Imaging
LCL-1047	HCE-T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	esophagus squamous cell carcinoma	Imaging
LCL-1877	Lu-134-A	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1017	Loucy	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1323	DU4475	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	invasive ductal carcinoma	Imaging
LCL-1316	MDA-MB-134-VI	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast	invasive ductal carcinoma	Binding;Imaging
LCL-1464	CAL-148	Cell Line	HMS_LINCS;CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	breast adenocarcinoma	Imaging
LCL-1506	RL95-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	uterine cancer	Imaging
LCL-1654	NCI-H2342	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1980	SK-N-BE(2)	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1105	KCL-22	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1543	SKG-IIIb	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervical squamous cell carcinoma	Imaging
LCL-1950	RC-K8	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1150	HuTu 80	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging apoptosis assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell cycle state assay	intestine	duodenum adenocarcinoma	Imaging
LCL-1579	ChaGo-K-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	bronchogenic carcinoma	Imaging
LCL-1723	KP-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1511	G-401	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	kidney rhabdoid cancer	Imaging
LCL-2068	SUM159PT	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1286	SK-LMS-1	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	uterus	Leiomyosarcoma	Imaging
LCL-2063	TUR	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1287	NCI-H630	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	rectum adenocarcinoma	Imaging
LCL-1199	CL-40	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1437	FLYA13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	miscellaneous	fibrosarcoma	Imaging
LCL-1336	LS1034	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	cecum adenocarcinoma	Imaging
LCL-2054	EKVX	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-2075	HCC3153	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1675	NCI-H3122	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1211	SKN-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	oral cavity cancer	Imaging
LCL-1052	GDM-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1324	HCC1187	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell count assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	invasive ductal carcinoma	Imaging;Binding
LCL-1492	JEG-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	miscellaneous	choriocarcinoma	Imaging
LCL-1768	OS-RC-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1773	786-O	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal clear cell carcinoma	Imaging
LCL-1892	TGBC11TKB	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	stomach carcinoma	Imaging
LCL-1870	LB647-SCLC	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1584	EBC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1986	KP-N-YS	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1756	ACHN	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1465	CAL-85-1	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay	breast	breast adenocarcinoma	Imaging
LCL-1234	IST-MEL1	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell cycle state assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay	skin	malignant melanoma	Imaging
LCL-1065	OCI-AML2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1255	RVH-421	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay;Fluorescence imaging cell growth inhibition assay	skin	malignant melanoma	Proteomics;Imaging
LCL-1489	OCUB-M	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	breast carcinoma	Imaging
LCL-1171	CCK-81	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1004	KY821	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute leukemia	Imaging
LCL-1121	OCI-Ly19	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1219	OSC-19	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	tongue cancer	Imaging
LCL-1585	HARA	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1096	MO-T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1098	PL4	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	pancreas	pancreatic carcinoma	Imaging
LCL-2132	AU565	Cell Line	MEP_LINCS	MEMA cell growth assay	breast		Imaging
LCL-1466	CAMA-1	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell count assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	adenocarcinoma	Imaging;Binding
LCL-1906	Lu-65B	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung giant cell carcinoma	Imaging
LCL-1104	K562/Adr	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1661	NCI-H1563	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1832	DMS 79	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2048	OPM-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-1900	NEC8	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	testes	testicular germ cell cancer	Imaging
LCL-1126	Granta-519	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	lymphoma	Imaging
LCL-1701	Kuramochi	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovarian carcinoma	Imaging
LCL-1283	UACC-257	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1370	D-247MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1956	BC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-1648	NCI-H2030	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1937	SNU-475	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1058	KMOE-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute myeloid leukemia	Imaging
LCL-1201	FaDu	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	carcinoma	Imaging
LCL-2001	NUGC-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric signet ring cell adenocarcinoma	Imaging
LCL-1278	MZ-MEL-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
